task_id,total_tokens,system_tokens,user_tokens,templated_text_length,system_content_length,user_content_length,num_train_examples,num_test_examples,total_grid_cells,dataset,split
d90796e8,1085,26,1046,2239,129,2030,3,1,263,arc-agi-1,all_training
d9f24cd1,1629,26,1590,2751,129,2542,2,1,500,arc-agi-1,all_training
d9fac9be,1445,26,1406,2646,129,2437,4,1,487,arc-agi-1,all_training
dae9d2b5,892,26,853,2187,129,1978,5,2,171,arc-agi-1,all_training
db3e9e38,1087,26,1048,2191,129,1982,2,1,263,arc-agi-1,all_training
db93a21d,8723,26,8684,10063,129,9854,4,1,3150,arc-agi-1,all_training
dbc1a6ce,3805,26,3766,5073,129,4864,4,1,1231,arc-agi-1,all_training
dc0a314f,2725,26,2686,3915,129,3706,3,1,1099,arc-agi-1,all_training
dc1df850,1279,26,1240,2439,129,2230,3,1,318,arc-agi-1,all_training
dc433765,2488,26,2449,3945,129,3736,7,2,786,arc-agi-1,all_training
ddf7fa4f,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_training
de1cd16c,3279,26,3240,4517,129,4308,4,1,1383,arc-agi-1,all_training
ded97339,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_training
e179c5f4,1033,26,994,2219,129,2010,3,1,230,arc-agi-1,all_training
e21d9049,3431,26,3392,4587,129,4378,2,1,1084,arc-agi-1,all_training
e26a3af2,3865,26,3826,5083,129,4874,3,1,1451,arc-agi-1,all_training
e3497940,1513,26,1474,2699,129,2490,3,1,480,arc-agi-1,all_training
e40b9e2f,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_training
e48d4e1a,2533,26,2494,3783,129,3574,4,1,900,arc-agi-1,all_training
e5062a87,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_training
e509e548,4119,26,4080,5339,129,5130,3,1,1578,arc-agi-1,all_training
e50d258f,1395,26,1356,2561,129,2352,3,1,453,arc-agi-1,all_training
e6721834,4057,26,4018,5286,129,5077,3,1,1623,arc-agi-1,all_training
e73095fd,4429,26,4390,5647,129,5438,3,1,1670,arc-agi-1,all_training
e76a88a6,1629,26,1590,2751,129,2542,2,1,500,arc-agi-1,all_training
e8593010,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_training
e8dc4411,3883,26,3844,5099,129,4890,3,1,1398,arc-agi-1,all_training
e9614598,2102,26,2063,3307,129,3098,2,2,604,arc-agi-1,all_training
e98196ab,1869,26,1830,3039,129,2830,3,1,649,arc-agi-1,all_training
e9afcf9a,513,26,474,1587,129,1378,2,1,60,arc-agi-1,all_training
ea32f347,2533,26,2494,3783,129,3574,4,1,900,arc-agi-1,all_training
ea786f4a,1257,26,1218,2415,129,2206,3,1,287,arc-agi-1,all_training
eb281b96,2150,26,2111,3263,129,3054,2,1,578,arc-agi-1,all_training
eb5a1d5d,5507,26,5468,6729,129,6520,3,1,2418,arc-agi-1,all_training
ec883f72,2391,26,2352,3635,129,3426,4,1,794,arc-agi-1,all_training
ecdecbb3,4241,26,4202,5467,129,5258,3,1,1537,arc-agi-1,all_training
ed36ccf7,623,26,584,1803,129,1594,4,1,81,arc-agi-1,all_training
ef135b50,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_training
f15e1fac,3279,26,3240,4495,129,4286,3,1,1180,arc-agi-1,all_training
f1cefba8,5067,26,5028,6311,129,6102,3,1,1922,arc-agi-1,all_training
f25fbde4,1480,26,1441,2648,129,2439,3,1,456,arc-agi-1,all_training
f25ffba3,903,26,864,2025,129,1816,2,1,200,arc-agi-1,all_training
f2829549,969,26,930,2211,129,2002,5,1,228,arc-agi-1,all_training
f35d900a,5733,26,5694,7047,129,6838,4,1,2262,arc-agi-1,all_training
f5b8619d,1082,26,1043,2233,129,2024,3,1,261,arc-agi-1,all_training
f76d97a5,757,26,718,1899,129,1690,3,1,143,arc-agi-1,all_training
f8a8fe49,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_training
f8b3ba0a,2277,26,2238,3509,129,3300,4,1,883,arc-agi-1,all_training
f8c80d96,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_training
f8ff0b80,1629,26,1590,2795,129,2586,3,1,585,arc-agi-1,all_training
f9012d9b,730,26,691,1867,129,1658,3,1,148,arc-agi-1,all_training
fafffa47,819,26,780,2067,129,1858,5,1,153,arc-agi-1,all_training
fcb5c309,2699,26,2660,3891,129,3682,3,1,1046,arc-agi-1,all_training
fcc82909,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_training
feca6190,2585,26,2546,3855,129,3646,5,1,630,arc-agi-1,all_training
ff28f65a,1735,26,1696,3279,129,3070,8,3,497,arc-agi-1,all_training
ff805c23,5317,26,5278,6539,129,6330,3,1,2379,arc-agi-1,all_training
00576224,621,26,582,1707,129,1498,2,1,84,arc-agi-1,all_evaluation
009d5c81,5337,26,5298,6699,129,6490,5,1,2156,arc-agi-1,all_evaluation
00dbd492,4249,26,4210,5527,129,5318,4,1,1448,arc-agi-1,all_evaluation
03560426,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
05a7bcf2,15041,26,15002,16387,129,16178,3,1,6300,arc-agi-1,all_evaluation
0607ce86,8501,26,8462,9787,129,9578,3,1,3432,arc-agi-1,all_evaluation
0692e18c,1153,26,1114,2307,129,2098,3,1,279,arc-agi-1,all_evaluation
070dd51e,5309,26,5270,6511,129,6302,2,1,2000,arc-agi-1,all_evaluation
08573cc6,2715,26,2676,3915,129,3706,3,1,941,arc-agi-1,all_evaluation
0934a4d8,9842,26,9803,11171,129,10962,4,1,4593,arc-agi-1,all_evaluation
09c534e7,10693,26,10654,11995,129,11786,3,1,4148,arc-agi-1,all_evaluation
0a1d4ef5,7797,26,7758,9035,129,8826,3,1,3624,arc-agi-1,all_evaluation
0a2355a6,4221,26,4182,5505,129,5296,4,1,1573,arc-agi-1,all_evaluation
0b17323b,3159,26,3120,4311,129,4102,2,1,1125,arc-agi-1,all_evaluation
0bb8deee,2212,26,2173,3399,129,3190,3,1,833,arc-agi-1,all_evaluation
0becf7df,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
0c786b71,901,26,862,2043,129,1834,3,1,192,arc-agi-1,all_evaluation
0c9aba6e,1273,26,1234,2518,129,2309,4,1,356,arc-agi-1,all_evaluation
0d87d2a6,5961,26,5922,7199,129,6990,3,1,2139,arc-agi-1,all_evaluation
0e671a1a,3943,26,3904,5223,129,5014,4,1,1521,arc-agi-1,all_evaluation
0f63c0b9,5083,26,5044,6383,129,6174,4,1,2025,arc-agi-1,all_evaluation
103eff5b,4461,26,4422,5647,129,5438,2,1,1568,arc-agi-1,all_evaluation
11e1fe23,2117,26,2078,3247,129,3038,2,1,672,arc-agi-1,all_evaluation
12422b43,1885,26,1846,3183,129,2974,5,1,598,arc-agi-1,all_evaluation
12997ef3,2288,26,2249,3597,129,3388,4,2,794,arc-agi-1,all_evaluation
12eac192,1441,26,1402,2655,129,2446,4,1,418,arc-agi-1,all_evaluation
136b0064,2787,26,2748,3997,129,3788,3,1,1011,arc-agi-1,all_evaluation
13713586,5109,26,5070,6351,129,6142,3,1,1944,arc-agi-1,all_evaluation
137f0df0,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
140c817e,2759,26,2720,3959,129,3750,3,1,938,arc-agi-1,all_evaluation
14754a24,6243,26,6204,7559,129,7350,4,1,2461,arc-agi-1,all_evaluation
15113be4,9049,26,9010,10339,129,10130,3,1,3703,arc-agi-1,all_evaluation
15663ba9,3761,26,3722,4975,129,4766,3,1,1386,arc-agi-1,all_evaluation
15696249,1373,26,1334,2583,129,2374,4,1,369,arc-agi-1,all_evaluation
16b78196,11349,26,11310,12591,129,12382,2,1,4500,arc-agi-1,all_evaluation
17b80ad2,4321,26,4282,5603,129,5394,4,1,1591,arc-agi-1,all_evaluation
17cae0c1,983,26,944,2163,129,1954,4,1,243,arc-agi-1,all_evaluation
18419cfa,7653,26,7614,8931,129,8722,3,1,2812,arc-agi-1,all_evaluation
184a9768,8465,26,8426,9743,129,9534,3,1,3296,arc-agi-1,all_evaluation
195ba7dc,1418,26,1379,2618,129,2409,4,1,445,arc-agi-1,all_evaluation
1990f7a8,3713,26,3674,4921,129,4712,3,1,1560,arc-agi-1,all_evaluation
19bb5feb,2228,26,2189,3399,129,3190,3,1,881,arc-agi-1,all_evaluation
1a2e2828,1720,26,1681,2973,129,2764,5,1,605,arc-agi-1,all_evaluation
1a6449f1,4731,26,4692,5954,129,5745,3,1,2009,arc-agi-1,all_evaluation
1acc24af,3433,26,3394,4703,129,4494,4,1,1296,arc-agi-1,all_evaluation
1c02dbbe,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_evaluation
1c0d0a4b,2193,26,2154,3371,129,3162,3,1,695,arc-agi-1,all_evaluation
1c56ad9f,4847,26,4808,6143,129,5934,4,1,1909,arc-agi-1,all_evaluation
1d0a4b61,10601,26,10562,11907,129,11698,3,1,4375,arc-agi-1,all_evaluation
1d398264,5082,26,5043,6393,129,6184,3,2,1850,arc-agi-1,all_evaluation
1da012fc,5165,26,5126,6331,129,6122,2,1,1871,arc-agi-1,all_evaluation
1e81d6f9,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_evaluation
1e97544e,9049,26,9010,10339,129,10130,3,1,3703,arc-agi-1,all_evaluation
2037f2c7,5237,26,5198,6448,129,6239,3,1,2349,arc-agi-1,all_evaluation
2072aba6,781,26,742,1923,129,1714,3,1,144,arc-agi-1,all_evaluation
20818e16,2795,26,2756,3988,129,3779,3,1,1097,arc-agi-1,all_evaluation
20981f0e,3971,26,3932,5199,129,4990,3,1,1503,arc-agi-1,all_evaluation
212895b5,6523,26,6484,7779,129,7570,3,1,2503,arc-agi-1,all_evaluation
21f83797,2475,26,2436,3615,129,3406,2,1,845,arc-agi-1,all_evaluation
22a4bbc2,2115,26,2076,3445,129,3236,4,1,668,arc-agi-1,all_evaluation
25094a63,11349,26,11310,12591,129,12382,2,1,4500,arc-agi-1,all_evaluation
2546ccf6,5545,26,5506,6731,129,6522,2,1,1928,arc-agi-1,all_evaluation
256b0a75,9347,26,9308,10639,129,10430,3,1,3730,arc-agi-1,all_evaluation
2685904e,3437,26,3398,4815,129,4606,6,1,1300,arc-agi-1,all_evaluation
2697da3f,3118,26,3079,4376,129,4167,4,1,1004,arc-agi-1,all_evaluation
2753e76c,2639,26,2600,3823,129,3614,3,1,1069,arc-agi-1,all_evaluation
27a77e38,1089,26,1050,2243,129,2034,3,1,247,arc-agi-1,all_evaluation
27f8ce4f,1373,26,1334,2583,129,2374,4,1,369,arc-agi-1,all_evaluation
281123b4,1820,26,1781,3114,129,2905,6,1,628,arc-agi-1,all_evaluation
292dd178,2223,26,2184,3409,129,3200,3,1,709,arc-agi-1,all_evaluation
29700607,2943,26,2904,4147,129,3938,3,1,1101,arc-agi-1,all_evaluation
2a5f8217,2099,26,2060,3283,129,3074,3,1,645,arc-agi-1,all_evaluation
2b01abd0,2973,26,2934,4181,129,3972,3,1,1012,arc-agi-1,all_evaluation
2c0b0aff,6553,26,6514,7857,129,7648,4,1,2907,arc-agi-1,all_evaluation
2c737e39,2343,26,2304,3537,129,3328,3,1,818,arc-agi-1,all_evaluation
2f0c5170,4201,26,4162,5415,129,5206,3,1,1787,arc-agi-1,all_evaluation
310f3251,2257,26,2218,3539,129,3330,5,1,716,arc-agi-1,all_evaluation
3194b014,3757,26,3718,4955,129,4746,3,1,1627,arc-agi-1,all_evaluation
319f2597,6961,26,6922,8227,129,8018,3,1,2800,arc-agi-1,all_evaluation
31adaf00,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
31d5ba1a,1165,26,1126,2481,129,2272,5,2,285,arc-agi-1,all_evaluation
32e9702f,1333,26,1294,2495,129,2286,3,1,344,arc-agi-1,all_evaluation
332efdb3,1557,26,1518,2727,129,2518,3,1,431,arc-agi-1,all_evaluation
3391f8c0,2985,26,2946,4233,129,4024,4,1,1076,arc-agi-1,all_evaluation
33b52de3,6855,26,6816,8055,129,7846,2,1,2645,arc-agi-1,all_evaluation
3490cc26,11225,26,11186,12607,129,12398,4,1,4774,arc-agi-1,all_evaluation
34b99a2b,1113,26,1074,2313,129,2104,4,1,305,arc-agi-1,all_evaluation
351d6448,1824,26,1785,2940,129,2731,2,1,663,arc-agi-1,all_evaluation
358ba94e,3712,26,3673,4965,129,4756,4,1,1568,arc-agi-1,all_evaluation
37d3e8b2,5301,26,5262,6547,129,6338,3,1,2074,arc-agi-1,all_evaluation
3979b1a8,1158,26,1119,2265,129,2056,2,1,275,arc-agi-1,all_evaluation
3a301edc,6581,26,6542,7955,129,7746,5,1,2527,arc-agi-1,all_evaluation
3b4c2228,1260,26,1221,2581,129,2372,5,2,342,arc-agi-1,all_evaluation
3d31c5b3,1841,26,1802,3184,129,2975,6,1,612,arc-agi-1,all_evaluation
3ed85e70,15041,26,15002,16387,129,16178,3,1,6300,arc-agi-1,all_evaluation
3ee1011a,5040,26,5001,6261,129,6052,3,1,2217,arc-agi-1,all_evaluation
3f23242b,3171,26,3132,4319,129,4110,2,1,1035,arc-agi-1,all_evaluation
40f6cd08,14675,26,14636,16015,129,15806,3,1,6120,arc-agi-1,all_evaluation
414297c0,4551,26,4512,5769,129,5560,3,1,1886,arc-agi-1,all_evaluation
423a55dc,3319,26,3280,4631,129,4422,5,1,1227,arc-agi-1,all_evaluation
42918530,8911,26,8872,10263,129,10054,4,1,3513,arc-agi-1,all_evaluation
42a15761,2691,26,2652,3869,129,3660,3,1,903,arc-agi-1,all_evaluation
4364c1c4,3205,26,3166,4419,129,4210,3,1,1166,arc-agi-1,all_evaluation
456873bc,4377,26,4338,5603,129,5394,3,1,1567,arc-agi-1,all_evaluation
45737921,2053,26,2014,3239,129,3030,3,1,718,arc-agi-1,all_evaluation
45bbe264,3901,26,3862,5123,129,4914,3,1,1467,arc-agi-1,all_evaluation
477d2879,3209,26,3170,4419,129,4210,3,1,1183,arc-agi-1,all_evaluation
47996f11,18733,26,18694,20183,129,19974,4,1,8100,arc-agi-1,all_evaluation
48131b3c,874,26,835,2019,129,1810,3,1,161,arc-agi-1,all_evaluation
4852f2fa,2034,26,1995,3371,129,3162,5,2,684,arc-agi-1,all_evaluation
48f8583b,1813,26,1774,3135,129,2926,6,1,549,arc-agi-1,all_evaluation
4aab4007,13169,26,13130,14499,129,14290,3,1,5488,arc-agi-1,all_evaluation
4acc7107,2533,26,2494,3783,129,3574,4,1,900,arc-agi-1,all_evaluation
4b6b68e5,7089,26,7050,8359,129,8150,3,1,2638,arc-agi-1,all_evaluation
4c177718,4926,26,4887,6279,129,6070,4,2,1890,arc-agi-1,all_evaluation
4cd1b7b2,673,26,634,1811,129,1602,3,1,112,arc-agi-1,all_evaluation
4e45f183,6329,26,6290,7587,129,7378,3,1,2527,arc-agi-1,all_evaluation
4e469f39,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
4f537728,5289,26,5250,6471,129,6262,2,1,2000,arc-agi-1,all_evaluation
4ff4c9da,8529,26,8490,9811,129,9602,3,1,3247,arc-agi-1,all_evaluation
505fff84,1783,26,1744,3042,129,2833,5,1,610,arc-agi-1,all_evaluation
506d28a5,1128,26,1089,2343,129,2134,4,1,305,arc-agi-1,all_evaluation
50a16a69,2799,26,2760,3991,129,3782,3,1,1126,arc-agi-1,all_evaluation
50aad11f,2248,26,2209,3436,129,3227,3,1,838,arc-agi-1,all_evaluation
50f325b5,5717,26,5678,7015,129,6806,4,1,2296,arc-agi-1,all_evaluation
516b51b7,3521,26,3482,4735,129,4526,3,1,1251,arc-agi-1,all_evaluation
5207a7b5,2233,26,2194,3447,129,3238,3,1,731,arc-agi-1,all_evaluation
5289ad53,2101,26,2062,3319,129,3110,4,1,799,arc-agi-1,all_evaluation
52fd389e,11473,26,11434,12787,129,12578,3,1,4591,arc-agi-1,all_evaluation
54db823b,5083,26,5044,6383,129,6174,4,1,2025,arc-agi-1,all_evaluation
55059096,3479,26,3440,4699,129,4490,3,1,1261,arc-agi-1,all_evaluation
551d5bf1,8309,26,8270,9519,129,9310,2,1,3220,arc-agi-1,all_evaluation
55783887,4611,26,4572,5955,129,5746,5,1,1698,arc-agi-1,all_evaluation
575b1a71,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
5783df64,967,26,928,2115,129,1906,3,1,261,arc-agi-1,all_evaluation
5833af48,4373,26,4334,5581,129,5372,3,1,1649,arc-agi-1,all_evaluation
58743b76,2201,26,2162,3335,129,3126,2,1,684,arc-agi-1,all_evaluation
58e15b12,7479,26,7440,8771,129,8562,3,1,2966,arc-agi-1,all_evaluation
59341089,898,26,859,2078,129,1869,4,1,189,arc-agi-1,all_evaluation
5a5a2103,5015,26,4976,6191,129,5982,2,1,1690,arc-agi-1,all_evaluation
5af49b42,3863,26,3824,5079,129,4870,3,1,1370,arc-agi-1,all_evaluation
5b526a93,5713,26,5674,6899,129,6690,2,1,1980,arc-agi-1,all_evaluation
5b692c0f,5243,26,5204,6415,129,6206,2,1,1710,arc-agi-1,all_evaluation
5b6cbef5,3837,26,3798,5151,129,4942,5,1,1376,arc-agi-1,all_evaluation
5d2a5c43,1648,26,1609,2985,129,2776,5,2,498,arc-agi-1,all_evaluation
5ffb2104,1665,26,1626,2835,129,2626,3,1,504,arc-agi-1,all_evaluation
604001fa,3517,26,3478,4787,129,4578,4,1,1306,arc-agi-1,all_evaluation
60a26a3e,3245,26,3206,4441,129,4232,3,1,1243,arc-agi-1,all_evaluation
60c09cac,895,26,856,1993,129,1784,2,1,150,arc-agi-1,all_evaluation
626c0bcc,1225,26,1186,2387,129,2178,3,1,343,arc-agi-1,all_evaluation
62ab2642,1855,26,1816,3041,129,2832,3,1,630,arc-agi-1,all_evaluation
62b74c02,1125,26,1086,2259,129,2050,3,1,296,arc-agi-1,all_evaluation
639f5a19,6855,26,6816,8055,129,7846,2,1,2645,arc-agi-1,all_evaluation
642248e4,3325,26,3286,4539,129,4330,3,1,1120,arc-agi-1,all_evaluation
642d658d,4784,26,4745,5989,129,5780,3,1,2145,arc-agi-1,all_evaluation
64a7c07e,2127,26,2088,3311,129,3102,3,1,682,arc-agi-1,all_evaluation
66e6c45b,573,26,534,1659,129,1450,2,1,80,arc-agi-1,all_evaluation
66f2d22f,1298,26,1259,2488,129,2279,4,1,392,arc-agi-1,all_evaluation
67636eac,2192,26,2153,3374,129,3165,3,1,825,arc-agi-1,all_evaluation
67b4a34d,2649,26,2610,3835,129,3626,3,1,1072,arc-agi-1,all_evaluation
67c52801,1731,26,1692,2951,129,2742,4,1,545,arc-agi-1,all_evaluation
68b67ca3,781,26,742,1923,129,1714,3,1,171,arc-agi-1,all_evaluation
692cd3b6,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_evaluation
695367ec,2375,26,2336,3555,129,3346,3,1,729,arc-agi-1,all_evaluation
696d4842,8981,26,8942,10267,129,10058,3,1,3800,arc-agi-1,all_evaluation
69889d6e,2533,26,2494,3783,129,3574,4,1,900,arc-agi-1,all_evaluation
6a11f6da,1767,26,1728,3081,129,2872,5,1,575,arc-agi-1,all_evaluation
6ad5bdfd,1515,26,1476,2681,129,2472,3,1,430,arc-agi-1,all_evaluation
6df30ad6,2985,26,2946,4299,129,4090,5,1,1100,arc-agi-1,all_evaluation
6ea4a07e,836,26,797,2181,129,1972,6,2,126,arc-agi-1,all_evaluation
6f473927,1620,26,1581,2842,129,2633,4,1,420,arc-agi-1,all_evaluation
7039b2d7,3648,26,3609,4841,129,4632,3,1,1569,arc-agi-1,all_evaluation
705a3229,3503,26,3464,4773,129,4564,4,1,1300,arc-agi-1,all_evaluation
712bf12e,3311,26,3272,4519,129,4310,3,1,1235,arc-agi-1,all_evaluation
72207abc,1569,26,1530,2699,129,2490,3,1,489,arc-agi-1,all_evaluation
72a961c9,2257,26,2218,3507,129,3298,4,1,769,arc-agi-1,all_evaluation
73182012,1737,26,1698,2907,129,2698,3,1,624,arc-agi-1,all_evaluation
73c3b0d8,1733,26,1694,2977,129,2768,4,1,514,arc-agi-1,all_evaluation
73ccf9c2,4419,26,4380,5631,129,5422,3,1,1925,arc-agi-1,all_evaluation
759f3fd3,3029,26,2990,4175,129,3966,2,1,1144,arc-agi-1,all_evaluation
762cd429,5465,26,5426,6675,129,6466,3,1,2000,arc-agi-1,all_evaluation
770cc55f,1735,26,1696,3003,129,2794,4,1,543,arc-agi-1,all_evaluation
782b5218,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
79369cc6,4721,26,4682,5967,129,5758,3,1,1850,arc-agi-1,all_evaluation
7953d61e,1473,26,1434,2739,129,2530,5,1,416,arc-agi-1,all_evaluation
79fb03f4,6525,26,6486,7939,129,7730,6,1,2256,arc-agi-1,all_evaluation
7bb29440,5473,26,5434,6817,129,6608,5,1,2411,arc-agi-1,all_evaluation
7c8af763,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
7c9b52a0,2647,26,2608,3833,129,3624,3,1,1072,arc-agi-1,all_evaluation
7d18a6fb,3057,26,3018,4259,129,4050,3,1,1235,arc-agi-1,all_evaluation
7d1f7ee8,9633,26,9594,10911,129,10702,3,1,3718,arc-agi-1,all_evaluation
7d419a02,5755,26,5716,6999,129,6790,3,1,2108,arc-agi-1,all_evaluation
7e02026e,2801,26,2762,4003,129,3794,3,1,1008,arc-agi-1,all_evaluation
7ee1c6ea,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
817e6c09,2577,26,2538,3855,129,3646,5,1,917,arc-agi-1,all_evaluation
81c0276b,2941,26,2902,4129,129,3920,3,1,1217,arc-agi-1,all_evaluation
833dafe3,1294,26,1255,2401,129,2192,2,1,189,arc-agi-1,all_evaluation
845d6e51,4193,26,4154,5419,129,5210,3,1,1530,arc-agi-1,all_evaluation
84db8fc4,2533,26,2494,3783,129,3574,4,1,900,arc-agi-1,all_evaluation
84f2aca1,2889,26,2850,4147,129,3938,4,1,1022,arc-agi-1,all_evaluation
8597cfd7,1435,26,1396,2646,129,2437,4,1,475,arc-agi-1,all_evaluation
85b81ff1,4203,26,4164,5483,129,5274,4,1,1638,arc-agi-1,all_evaluation
85fa5666,2507,26,2468,3755,129,3546,4,1,930,arc-agi-1,all_evaluation
8719f442,2337,26,2298,3515,129,3306,3,1,711,arc-agi-1,all_evaluation
88207623,3533,26,3494,4687,129,4478,2,1,1248,arc-agi-1,all_evaluation
891232d6,11275,26,11236,12671,129,12462,4,1,4623,arc-agi-1,all_evaluation
896d5239,3901,26,3862,5123,129,4914,3,1,1422,arc-agi-1,all_evaluation
8a371977,10255,26,10216,11555,129,11346,3,1,3930,arc-agi-1,all_evaluation
8b28cd80,1816,26,1777,3153,129,2944,5,2,468,arc-agi-1,all_evaluation
8ba14f53,1148,26,1109,2435,129,2226,6,1,306,arc-agi-1,all_evaluation
8cb8642d,5019,26,4980,6247,129,6038,3,1,1792,arc-agi-1,all_evaluation
8dae5dfc,7101,26,7062,8431,129,8222,4,1,2864,arc-agi-1,all_evaluation
8e2edd66,1153,26,1114,2307,129,2098,3,1,279,arc-agi-1,all_evaluation
8ee62060,2833,26,2794,4035,129,3826,3,1,972,arc-agi-1,all_evaluation
8fbca751,1801,26,1762,2969,129,2760,3,1,578,arc-agi-1,all_evaluation
90347967,1377,26,1338,2539,129,2330,3,1,387,arc-agi-1,all_evaluation
903d1b4a,5713,26,5674,7023,129,6814,4,1,2304,arc-agi-1,all_evaluation
9110e3c5,1662,26,1623,3093,129,2884,7,2,504,arc-agi-1,all_evaluation
917bccba,2801,26,2762,4003,129,3794,3,1,1008,arc-agi-1,all_evaluation
929ab4e9,12193,26,12154,13583,129,13374,4,1,5184,arc-agi-1,all_evaluation
92e50de0,11505,26,11466,12819,129,12610,3,1,4607,arc-agi-1,all_evaluation
9356391f,3537,26,3498,4695,129,4486,2,1,1280,arc-agi-1,all_evaluation
93b4f4b3,1784,26,1745,2926,129,2717,2,1,584,arc-agi-1,all_evaluation
93c31fbe,9499,26,9460,10787,129,10578,3,1,3730,arc-agi-1,all_evaluation
94133066,5405,26,5366,6638,129,6429,3,1,2310,arc-agi-1,all_evaluation
94414823,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
94be5b80,3447,26,3408,4615,129,4406,2,1,1216,arc-agi-1,all_evaluation
95a58926,7375,26,7336,8647,129,8438,3,1,2810,arc-agi-1,all_evaluation
963f59bc,3771,26,3732,5047,129,4838,4,1,1382,arc-agi-1,all_evaluation
96a8c0cd,6261,26,6222,7575,129,7366,4,1,2455,arc-agi-1,all_evaluation
97239e3d,5161,26,5122,6403,129,6194,3,1,2023,arc-agi-1,all_evaluation
9772c176,6969,26,6930,8167,129,7958,2,1,2832,arc-agi-1,all_evaluation
981571dc,18733,26,18694,20183,129,19974,4,1,8100,arc-agi-1,all_evaluation
992798f6,4935,26,4896,6235,129,6026,4,1,1920,arc-agi-1,all_evaluation
99306f82,4321,26,4282,5547,129,5338,3,1,1500,arc-agi-1,all_evaluation
9a4bb226,2337,26,2298,3515,129,3306,3,1,927,arc-agi-1,all_evaluation
9b2a60aa,6059,26,6020,7315,129,7106,3,1,2442,arc-agi-1,all_evaluation
9b365c51,2737,26,2698,3899,129,3690,3,1,948,arc-agi-1,all_evaluation
9b4c17c4,4038,26,3999,5385,129,5176,4,2,1527,arc-agi-1,all_evaluation
9bebae7a,3245,26,3206,4561,129,4352,5,1,1198,arc-agi-1,all_evaluation
9c1e755f,2533,26,2494,3783,129,3574,4,1,900,arc-agi-1,all_evaluation
9c56f360,1453,26,1414,2623,129,2414,3,1,421,arc-agi-1,all_evaluation
9caba7c3,6329,26,6290,7587,129,7378,3,1,2527,arc-agi-1,all_evaluation
9ddd00f0,2463,26,2424,3595,129,3386,2,1,653,arc-agi-1,all_evaluation
9def23fe,6823,26,6784,8091,129,7882,3,1,2730,arc-agi-1,all_evaluation
9f27f097,2801,26,2762,4003,129,3794,3,1,1008,arc-agi-1,all_evaluation
a04b2602,6141,26,6102,7379,129,7170,3,1,2372,arc-agi-1,all_evaluation
a096bf4d,8255,26,8216,9539,129,9330,3,1,3162,arc-agi-1,all_evaluation
a3f84088,7485,26,7446,8803,129,8594,4,1,2544,arc-agi-1,all_evaluation
a406ac07,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
a57f2f04,7625,26,7586,8915,129,8706,3,1,2948,arc-agi-1,all_evaluation
a59b95c0,1669,26,1630,2935,129,2726,5,1,432,arc-agi-1,all_evaluation
a680ac02,4092,26,4053,5311,129,5102,3,1,1744,arc-agi-1,all_evaluation
a8610ef7,1193,26,1154,2403,129,2194,4,1,324,arc-agi-1,all_evaluation
a934301b,3481,26,3442,4695,129,4486,3,1,1330,arc-agi-1,all_evaluation
aa18de87,1225,26,1186,2417,129,2208,4,1,348,arc-agi-1,all_evaluation
aa300dc3,2533,26,2494,3783,129,3574,4,1,900,arc-agi-1,all_evaluation
aa4ec2a5,9479,26,9440,10779,129,10570,3,1,3740,arc-agi-1,all_evaluation
aab50785,3160,26,3121,4457,129,4248,5,1,1270,arc-agi-1,all_evaluation
ac0c5833,12337,26,12298,13659,129,13450,3,1,5131,arc-agi-1,all_evaluation
ac2e8ecf,4073,26,4034,5295,129,5086,3,1,1538,arc-agi-1,all_evaluation
ac3e2b04,4315,26,4276,5603,129,5394,4,1,1584,arc-agi-1,all_evaluation
ac605cbb,3613,26,3574,4995,129,4786,6,1,1367,arc-agi-1,all_evaluation
ad7e01d0,3261,26,3222,4505,129,4296,4,1,749,arc-agi-1,all_evaluation
ae58858e,2001,26,1962,3235,129,3026,4,1,700,arc-agi-1,all_evaluation
